ID,Qualifications,Employment_Type,Age,Pincode,Gender,Product_Code,Loan_Amount,LTV,Resident_Type,Net_salary,Final_Tier,Make_Code,Model_Description,Model_Variant,PAST_LOANS_ACTIVE,Decision
64957,HSC,SEP,23,605801,Male,MC,34550,27.62,O,50000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
64958,GRAD,SEP,48,605402,Male,MO,68145,87.7,O,35000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
64959,OTHERS,NREGI,48,607108,Male,SC,98463,89.97,O,53000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,NO_PAST_LOANS,APPROVED
64960,OTHERS,AGR,43,606105,Male,MC,47979,51.59,O,20000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
64961,OTHERS,SAL,58,605107,Male,SC,76305,75.51,O,25000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
64962,OTHERS,SAL,32,605008,Male,MC,78067,80.88,O,25000,05 Urban,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,PAST_LOANS_ACTIVE,APPROVED
64963,HSC,SEP,50,608801,Male,MC,122898,92,O,55000,07 Rural,RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
64964,OTHERS,NREGI,53,627425,Male,MO,76198,89.64,O,18000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
64965,GRAD,AGR,39,608801,Male,MC,122498,74.42,O,30000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,NO_PAST_LOANS,APPROVED
64966,PG,NPP,22,605203,Male,MC,113203,85.77,O,55000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
64967,UG,SAL,22,500053,Male,EB,122814,74.43,O,50000,02 Megapolis (B),TVS,TVS IQUBE S,EBIKE,NO_PAST_LOANS,APPROVED
64968,OTHERS,NREGI,44,576211,Male,SC,100403,83.84,O,18500,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,NO_PAST_LOANS,APPROVED
64969,SSC,SEP,52,574154,Female,SC,105546,86.87,O,32000,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
64970,OTHERS,SEP,24,570003,Male,SC,86175,82.62,O,45000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
64971,HSC,SEP,33,457118,Male,MC,68626,86.05,O,31000,06 Semi-Urban,SPORT,TVS SPORT ES BSVI - U559,SPORT,NO_PAST_LOANS,APPROVED
64972,OTHERS,NREGI,63,452005,Male,EB,132000,80,O,50000,06 Semi-Urban,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
64973,SSC,SAL,35,571602,Female,SC,102000,93.07,O,60000,06 Semi-Urban,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
64974,HSC,SEP,53,752011,Male,MC,119595,79.73,O,38000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
64975,PG,SEP,54,752002,Male,MO,67475,89.97,O,45000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
64976,UG,SAL,46,754137,Male,MC,92140,75.22,O,40000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
64977,OTHERS,SAL,41,457001,Female,EB,107022,64.86,O,38000,07 Rural,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
64978,GRAD,SAL,22,457226,Male,MC,91000,78.45,O,32000,07 Rural,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
64979,GRAD,SAL,30,131001,Male,SC,74663,82.03,O,35000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
64980,OTHERS,NREGI,59,612605,Male,MO,69566,85.89,O,15000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
64981,OTHERS,AGR,56,610102,Male,SC,80554,91.8,O,35000,06 Semi-Urban,ZEST,SCOOTY ZEST - BSVI,SCOOTY,NO_PAST_LOANS,APPROVED
64982,OTHERS,SEP,26,230001,Male,MC,64139,85.78,O,36500,07 Rural,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
64983,SSC,AGR,21,454446,Male,MC,139447,84.5,O,38000,07 Rural,APACHE,APACHE RTR 160 4V DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
64984,UG,SAL,36,600089,Male,SC,97483,80.9,O,50000,04 Metro,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
64985,GRAD,SEP,43,761200,Male,SC,72187,65.62,O,35000,06 Semi-Urban,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
64986,HSC,SAL,39,680506,Female,SC,94698,65.54,O,25000,07 Rural,NTORQ,NTORQ 125 XT BSVI,125 CC,NO_PAST_LOANS,APPROVED
64987,OTHERS,SAL,24,560037,Male,SC,91990,79.21,R,100000,02 Megapolis (B),JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
64988,OTHERS,AGR,41,625579,Male,MC,92666,71.16,O,39000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
64989,OTHERS,AGR,27,465001,Male,EB,131264,75.18,O,48000,07 Rural,TVS,TVS IQUBE S,EBIKE,PAST_LOANS_ACTIVE,APPROVED
64990,OTHERS,AGR,49,457888,Male,MC,75600,61.97,O,25000,07 Rural,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
64991,OTHERS,AGR,30,761104,Male,MC,134720,87.77,O,30000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
64992,PG,SEP,25,759125,Male,MC,87000,54.66,O,50000,06 Semi-Urban,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
64993,OTHERS,SEP,40,721127,Male,MC,128815,83.32,O,32000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,PAST_LOANS_ACTIVE,APPROVED
64994,OTHERS,SEP,37,731224,Male,MC,67000,67.23,O,36000,07 Rural,RADEON,TVS RADEON 110 ES MAG REF BSVI,RADEON,PAST_LOANS_ACTIVE,APPROVED
64995,HSC,SEP,21,722122,Male,SC,73614,59.53,O,30000,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
64996,SSC,NREGI,53,757102,Male,MC,82000,53.42,O,26000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
64997,SSC,SEP,54,759119,Male,SC,80500,72.2,O,40000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
64998,HSC,SEP,23,721401,Male,MC,86163,67.58,O,20000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,NO_PAST_LOANS,APPROVED
64999,UG,SEP,35,754141,Male,MO,66238,88.32,O,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
65000,OTHERS,AGR,38,721160,Male,MC,118000,73.52,O,45000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
65001,HSC,NREGI,25,731221,Male,MC,83100,84.84,O,30000,07 Rural,RADEON,TVS RADEON 110 ES MAG BSVI,RADEON,NO_PAST_LOANS,APPROVED
65002,GRAD,SEP,53,732125,Female,MC,119815,75.48,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
65003,GRAD,SAL,25,752002,Male,SC,85185,79.76,O,25000,06 Semi-Urban,JUPITER,JUPITER ZX DRUM SXC BSVI,110 CC,NO_PAST_LOANS,APPROVED
65004,OTHERS,AGR,62,721647,Male,MO,36000,46,O,30000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
65005,OTHERS,NREGI,28,761032,Male,MC,134325,89.6,O,40000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
65006,OTHERS,NREGI,31,754113,Female,EB,114033,70.27,O,35000,07 Rural,TVS,TVS IQUBE S,EBIKE,NO_PAST_LOANS,APPROVED
65007,HSC,SEP,56,722206,Male,MO,52500,66.35,O,32000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
65008,OTHERS,SEP,27,721101,Female,SC,97850,78.59,O,35000,05 Urban,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
65009,OTHERS,AGR,21,761015,Male,MC,121000,78.83,O,28000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
65010,GRAD,SAL,31,759104,Male,MC,69589,59.99,O,28000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,NO_PAST_LOANS,APPROVED
65011,SSC,SEP,29,759125,Male,MC,97500,82.28,O,30000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,DECLINED
65012,SSC,SEP,24,755004,Male,MO,69000,92,O,25000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
65013,GRAD,SAL,25,753010,Male,EB,69688,42.7,O,20000,05 Urban,TVS,TVS IQUBE S,EBIKE,PAST_LOANS_ACTIVE,APPROVED
65014,PG,SAL,32,754141,Male,SC,82437,84.99,O,35000,07 Rural,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
65015,GRAD,SEP,28,762024,Male,MC,77667,51.78,O,30000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
65016,GRAD,SAL,34,759101,Male,SC,65127,58.83,O,100000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
65017,HSC,AGR,45,560067,Female,SC,80850,66.6,O,35000,02 Megapolis (B),NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
65018,GRAD,SEP,31,752034,Male,SC,87500,72.24,O,26000,06 Semi-Urban,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,NO_PAST_LOANS,DECLINED
65019,OTHERS,SAL,29,562125,Female,SC,98287,83.63,O,30000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
65020,GRAD,SAL,34,754130,Male,EB,56000,37.97,O,55000,06 Semi-Urban,TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
65021,GRAD,SEP,29,752030,Female,SC,80500,76.81,O,26000,06 Semi-Urban,JUPITER,JUPITER ZX DRUM SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
65022,GRAD,SEP,36,755003,Female,MC,81161,84.99,O,36000,07 Rural,RADEON,TVS RADEON BSVI DIGI DRUM DUAL TONE,RADEON,NO_PAST_LOANS,APPROVED
65023,HSC,SEP,34,752002,Male,SC,84291,85.14,O,45000,06 Semi-Urban,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
65024,SSC,NREGI,25,752024,Male,MC,112500,75,O,45000,06 Semi-Urban,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
65025,GRAD,SAL,26,761217,Female,EB,95500,58.45,O,26000,07 Rural,TVS,TVS IQUBE S,EBIKE,NO_PAST_LOANS,APPROVED
65026,GRAD,SAL,28,761004,Female,SC,54117,51.01,O,30000,07 Rural,JUPITER,JUPITER ZX DRUM SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
65027,HSC,SAL,24,754109,Female,SC,86500,74.28,O,35000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
65028,OTHERS,SAL,57,751013,Male,SC,41500,44.15,O,50000,05 Urban,JUPITER,JUPITER BSVI - SMW,110 CC,PAST_LOANS_ACTIVE,APPROVED
65029,HSC,NREGI,28,761103,Male,MO,66844,85.14,O,29000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
65030,GRAD,SAL,33,561203,Male,MO,45518,68.04,O,35000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
65031,UG,SAL,22,563130,Male,SC,70188,64.85,O,223800,06 Semi-Urban,JUPITER,JUPITER ZX BSVI â€“ ZX DRUM,110 CC,NO_PAST_LOANS,APPROVED
65032,SSC,SAL,21,560078,Male,MC,116000,82.15,O,30000,02 Megapolis (B),RAIDER,TVS RAIDER DISC CONNECTED BSVI,RAIDER,NO_PAST_LOANS,APPROVED
65033,OTHERS,SAL,28,560037,Male,SC,104228,84.81,R,35000,02 Megapolis (B),NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
65034,PG,SAL,27,560064,Female,SC,111841,89.69,R,30000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
65035,PG,SAL,27,563130,Male,MC,159736,89.85,O,25000,06 Semi-Urban,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
65036,OTHERS,SEP,47,560066,Male,EB,133558,83.39,R,100000,02 Megapolis (B),TVS,TVS IQUBE S,EBIKE,PAST_LOANS_ACTIVE,APPROVED
65037,GRAD,SAL,45,562110,Male,SC,81048,65.55,O,30000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
65038,GRAD,SAL,26,561213,Male,MC,101390,81.9,O,35000,06 Semi-Urban,RAIDER,TVS RAIDER DISC SS BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
65039,GRAD,SAL,25,412304,Male,MC,78006,64.99,O,35000,05 Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
65040,PG,SAL,29,411033,Female,SC,76996,68.2,R,35000,03 Large Metro,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
65041,GRAD,SEP,35,600032,Male,SC,78412,74.68,O,250000,02 Megapolis (B),JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
65042,PG,SAL,24,600092,Female,SC,79361,81.73,R,25000,02 Megapolis (B),ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,NO_PAST_LOANS,APPROVED
65043,UG,SAL,36,602025,Female,SC,104774,86.95,O,34000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
65044,UG,SAL,36,600014,Female,SC,96703,74.67,O,25000,02 Megapolis (B),JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
65045,GRAD,SEP,41,600049,Male,MC,128446,78.08,R,35000,04 Metro,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
65046,OTHERS,SAL,43,600091,Female,SC,114234,89.39,R,25000,04 Metro,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
65047,HSC,SEP,37,600051,Male,SC,110804,85.56,O,45000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,NO_PAST_LOANS,APPROVED
65048,OTHERS,SAL,27,602024,Male,SC,95563,74.78,O,30000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
65049,OTHERS,SAL,28,600116,Female,MC,171300,79.75,R,30000,04 Metro,RONIN,TVS RONIN 2CH MID NG REFRESH BSVI,RONIN,PAST_LOANS_ACTIVE,APPROVED
65050,GRAD,SAL,27,600057,Male,SC,117239,91.77,R,28000,06 Semi-Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
65051,PG,SAL,25,411002,Female,SC,82205,75.42,O,28000,03 Large Metro,JUPITER,JUPITER ZX DRUM SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
65052,GRAD,SAL,25,412408,Female,SC,97300,85.2,O,23000,07 Rural,JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,NO_PAST_LOANS,APPROVED
65053,OTHERS,SEP,40,600087,Female,SC,91799,79.83,O,35000,04 Metro,JUPITER,TVS JUPITER CLASSIC DISC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
65054,GRAD,SAL,50,631001,Male,SC,89698,84.94,O,30000,06 Semi-Urban,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
65055,OTHERS,SAL,22,600019,Female,SC,57031,58.73,O,30000,04 Metro,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,NO_PAST_LOANS,APPROVED
65056,GRAD,SAL,32,600097,Female,SC,86314,89.69,R,18000,04 Metro,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,PAST_LOANS_ACTIVE,APPROVED
65057,HSC,SAL,42,600044,Female,SC,99356,77.74,R,25000,07 Rural,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
65058,UG,SEP,38,600018,Male,EB,121563,82.84,O,100000,02 Megapolis (B),TVS,TVS IQUBE UG,EBIKE,PAST_LOANS_ACTIVE,APPROVED
65059,OTHERS,SAL,37,621709,Male,SC,111568,86.15,R,20000,07 Rural,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,NO_PAST_LOANS,APPROVED
65060,OTHERS,SEP,40,600019,Female,SC,112538,89.82,O,29000,04 Metro,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
65061,OTHERS,SEP,44,631210,Male,SC,101107,90.11,O,25000,07 Rural,JUPITER,JUPITER ZX BSVI - AOL - DRUM,110 CC,PAST_LOANS_ACTIVE,APPROVED
65062,GRAD,SAL,27,413104,Male,MC,109690,67.17,O,40000,07 Rural,APACHE,APACHE RTR 160 4V DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
65063,GRAD,NREGI,29,815312,Male,MC,83683,54.13,O,40000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,NO_PAST_LOANS,APPROVED
65064,HSC,AGR,35,825408,Female,MC,127962,84.75,O,25000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
65065,GRAD,SEP,52,822132,Male,MO,53426,71.08,O,34000,06 Semi-Urban,MOPEDS,TVS XL 100 HD ITS BSVI - WINNER EDITION,XL 100CC,NO_PAST_LOANS,APPROVED
65066,HSC,AGR,40,825408,Male,MC,128111,84.85,O,25000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
65067,HSC,SEP,26,835225,Female,SC,79340,67.24,O,29000,06 Semi-Urban,NTORQ,NTORQ 125 DISC - SUPER SQUAD EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
65068,OTHERS,SEP,21,814153,Male,MC,73829,50.22,O,26000,07 Rural,APACHE,APACHE RTR 160 2V RM DRUM BSVI,160 DRUM,NO_PAST_LOANS,APPROVED
65069,OTHERS,SEP,24,736157,Male,MC,157087,93.96,O,30000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,NO_PAST_LOANS,APPROVED
65070,GRAD,AGR,60,834010,Male,MO,56500,80.83,O,26000,05 Urban,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
65071,PG,AGR,34,604206,Male,MO,57133,74.52,O,55000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,PAST_LOANS_ACTIVE,APPROVED
65072,OTHERS,AGR,46,813106,Male,MC,85800,56.83,O,26000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
65073,HSC,SEP,30,825321,Male,MC,85500,55.88,O,30000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BT BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
65074,SSC,SEP,28,822110,Male,MO,64214,89.74,O,35000,07 Rural,MOPEDS,TVS XL 100 HD ITS BSVI,XL 100CC,NO_PAST_LOANS,DECLINED
65075,SSC,AGR,27,815317,Male,SC,97296,84.04,O,26000,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
65076,HSC,AGR,33,825311,Female,SC,80500,69.54,O,28500,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
65077,GRAD,SAL,52,560026,Male,SC,88195,86.72,L,30000,02 Megapolis (B),JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
65078,GRAD,SEP,25,560041,Female,SC,91296,78.77,R,30000,02 Megapolis (B),JUPITER,JUPITER ZX DISC - SXC BSVI,110 CC,PAST_LOANS_ACTIVE,APPROVED
65079,HSC,AGR,28,563114,Male,MC,90352,72.51,O,56000,06 Semi-Urban,RAIDER,TVS RAIDER DISC BSVI,RAIDER,NO_PAST_LOANS,APPROVED
65080,HSC,SEP,46,815355,Male,SC,81590,70.48,O,45000,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,NO_PAST_LOANS,APPROVED
65081,OTHERS,NREGI,27,814103,Male,MC,65000,40.32,O,26000,07 Rural,APACHE,TVS APACHE RTR 160 4V - RM SPL EDITION BSVI,160 DISC,NO_PAST_LOANS,APPROVED
65082,GRAD,SAL,35,605004,Male,SC,79290,75.06,O,25000,05 Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
65083,HSC,AGR,25,822125,Male,MC,101500,68.05,O,35000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,PAST_LOANS_ACTIVE,APPROVED
65084,GRAD,SEP,22,822120,Female,MC,82999,91.44,O,35000,07 Rural,RADEON,TVS RADEON BSVI DIGI DRUM DUAL TONE,RADEON,PAST_LOANS_ACTIVE,APPROVED
65085,HSC,SAL,53,607402,Male,SC,74398,79.45,O,35000,07 Rural,ZEST,SCOOTY ZEST MATTE SERIES - BSVI,SCOOTY,NO_PAST_LOANS,APPROVED
65086,GRAD,NREGI,29,246725,Male,SC,88595,83.51,O,33000,07 Rural,JUPITER,JUPITER 125 DRUM BSVI - ALLOY WHEEL,125 CC DRUM,PAST_LOANS_ACTIVE,APPROVED
65087,PG,SEP,39,700054,Female,SC,82870,64.24,O,35000,02 Megapolis (B),NTORQ,NTORQ 125 XT BSVI,125 CC,NO_PAST_LOANS,APPROVED
65088,OTHERS,SAL,34,231306,Male,MC,54226,71.86,O,45000,06 Semi-Urban,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
65089,OTHERS,SEP,20,700135,Male,MC,69664,58.07,O,23000,04 Metro,RAIDER,TVS RAIDER DISC BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
65090,HSC,SEP,33,712412,Male,MC,129436,84.76,O,38000,07 Rural,APACHE,APACHE RTR 160 2V RM DISC BSVI,160 DISC,NO_PAST_LOANS,APPROVED
65091,OTHERS,SAL,48,250004,Male,MC,70936,87.97,O,30000,07 Rural,SPORT,TVS SPORT ELS BSVI,SPORT,NO_PAST_LOANS,APPROVED
65092,OTHERS,SEP,25,743357,Male,SC,85260,72.99,O,20000,07 Rural,NTORQ,NTORQ 125 DISC â€“ RACE EDITION BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
65093,OTHERS,NREGI,40,741181,Male,SC,74202,64.3,O,25000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
65094,OTHERS,SEP,23,743502,Male,MC,100273,81.79,O,25000,07 Rural,RAIDER,TVS RAIDER DISC SSE BSVI,RAIDER,PAST_LOANS_ACTIVE,APPROVED
65095,GRAD,SEP,26,711204,Male,MC,98753,55.2,O,20000,05 Urban,APACHE,APACHE RTR 200 4V BSVI 2CH ABS,RTR 200CC,NO_PAST_LOANS,APPROVED
65096,SSC,SEP,45,741254,Male,SC,74826,61.84,O,30000,07 Rural,NTORQ,TVS NTORQ 125 RACE XP BSVI,125 CC,PAST_LOANS_ACTIVE,APPROVED
65097,GRAD,SAL,38,712203,Male,SC,102435,82.87,O,45000,06 Semi-Urban,JUPITER,JUPITER 125 BSVI DISC SXC U566,125CC DISC,PAST_LOANS_ACTIVE,APPROVED
65098,GRAD,SEP,23,712245,Male,MC,72137,88.79,O,25000,05 Urban,SPORT,TVS SPORT ES BSVI - U559,SPORT,PAST_LOANS_ACTIVE,APPROVED
65099,GRAD,SEP,42,712138,Male,SC,63334,64.3,O,35000,05 Urban,JUPITER,JUPITER BSVI - AOL,110 CC,PAST_LOANS_ACTIVE,APPROVED
65100,HSC,SEP,26,712512,Female,SC,70153,61.98,O,28000,07 Rural,JUPITER,JUPITER 125 BSVI - DISC,125 CC DISC,PAST_LOANS_ACTIVE,APPROVED
65101,HSC,SEP,55,712404,Male,MO,54525,71.15,O,42000,07 Rural,MOPEDS,TVS XL 100 HD ITS SPL EDITION BSVI,XL 100CC,NO_PAST_LOANS,APPROVED
65102,GRAD,SAL,34,712103,Male,MC,161741,78.8,O,35000,06 Semi-Urban,RONIN,TVS RONIN 2CH MID BSVI,RONIN,PAST_LOANS_ACTIVE,APPROVED
